price_numeric,discount_percent,rating,reviews_count,title_length,has_description,has_discount,has_rating,high_rating,hour,day_of_week,month,website_encoded,category_encoded,deal_quality_score
0.0,0.0,0.0,0.0,27,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,28,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,26,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,27,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,25,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,19,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,23,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,22,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,20,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,19,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,20,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,17,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,19,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,18,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,36,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,18,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,19,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,17,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,17,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,18,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,26,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,19,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,19,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,18,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,26,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,22,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,20,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,21,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,18,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,28,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,21,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,20,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,17,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,20,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,22,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,20,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,20,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,25,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,18,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,28,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,28,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,26,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,37,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,17,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,24,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,25,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,25,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,29,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,18,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,26,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,25,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,19,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,25,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,18,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,64,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,36,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,36,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,55,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,93,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,57,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,86,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,82,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,82,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,77,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,74,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,80,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,72,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,20,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,20,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,23,0,0,0,0,15,1,10,0,9,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,0,0.0
0.0,0.0,0.0,0.0,17,0,0,0,0,15,1,10,0,0,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,0,0.0
0.0,0.0,0.0,0.0,17,0,0,0,0,15,1,10,0,0,0.0
0.0,0.0,0.0,0.0,36,0,0,0,0,15,1,10,0,0,0.0
0.0,0.0,0.0,0.0,36,0,0,0,0,15,1,10,0,0,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,0,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,0,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,0,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,0,0.0
0.0,0.0,0.0,0.0,17,0,0,0,0,15,1,10,0,31,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,31,0.0
0.0,0.0,0.0,0.0,17,0,0,0,0,15,1,10,0,31,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,31,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,25,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,25,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,25,0.0
0.0,0.0,0.0,0.0,18,0,0,0,0,15,1,10,0,25,0.0
0.0,0.0,0.0,0.0,20,0,0,0,0,15,1,10,0,25,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,25,0.0
0.0,0.0,0.0,0.0,29,0,0,0,0,15,1,10,0,25,0.0
0.0,0.0,0.0,0.0,16,0,0,0,0,15,1,10,0,7,0.0
0.0,0.0,0.0,0.0,17,0,0,0,0,15,1,10,0,23,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,23,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,28,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,28,0.0
0.0,0.0,0.0,0.0,36,0,0,0,0,15,1,10,0,28,0.0
0.0,0.0,0.0,0.0,35,0,0,0,0,15,1,10,0,28,0.0
0.0,0.0,0.0,0.0,36,0,0,0,0,15,1,10,0,28,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,28,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,28,0.0
0.0,0.0,0.0,0.0,30,0,0,0,0,15,1,10,0,28,0.0
0.0,0.0,0.0,0.0,35,0,0,0,0,15,1,10,0,28,0.0
0.0,0.0,0.0,0.0,15,0,0,0,0,15,1,10,0,16,0.0
499.0,0.0,0.0,0.0,100,0,0,0,0,14,1,10,1,26,0.0
65.0,0.0,0.0,0.0,46,0,0,0,0,14,1,10,1,26,0.0
2.99,0.0,0.0,0.0,85,0,0,0,0,14,1,10,1,26,0.0
3.99,0.0,0.0,0.0,69,0,0,0,0,14,1,10,1,26,0.0
118.99,0.0,0.0,0.0,90,0,0,0,0,14,1,10,1,26,0.0
499.99,0.0,0.0,0.0,81,0,0,0,0,14,1,10,1,6,0.0
37.99,0.0,0.0,0.0,99,0,0,0,0,14,1,10,1,10,0.0
229.99,0.0,0.0,0.0,100,0,0,0,0,14,1,10,1,10,0.0
16.99,0.0,0.0,0.0,86,0,0,0,0,14,1,10,1,2,0.0
14.99,0.0,0.0,0.0,64,0,0,0,0,12,1,10,1,3,0.0
209.99,0.0,0.0,0.0,67,0,0,0,0,12,1,10,1,3,0.0
463.99,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,3,0.0
153.0,0.0,0.0,0.0,96,0,0,0,0,12,1,10,1,3,0.0
57.74,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,3,0.0
49.99,0.0,0.0,0.0,97,0,0,0,0,12,1,10,1,26,0.0
215.99,0.0,0.0,0.0,99,0,0,0,0,12,1,10,1,26,0.0
18.14,0.0,0.0,0.0,97,0,0,0,0,12,1,10,1,26,0.0
29.99,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,26,0.0
8.99,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,26,0.0
10.87,0.0,0.0,0.0,65,0,0,0,0,12,1,10,1,26,0.0
37.99,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,6,0.0
269.0,0.0,0.0,0.0,99,0,0,0,0,12,1,10,1,1,0.0
47.44,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,13,0.0
229.99,0.0,0.0,0.0,81,0,0,0,0,12,1,10,1,15,0.0
82.0,0.0,0.0,0.0,71,0,0,0,0,12,1,10,1,10,0.0
204.99,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,10,0.0
260.0,0.0,0.0,0.0,75,0,0,0,0,12,1,10,1,10,0.0
131.34,0.0,0.0,0.0,81,0,0,0,0,12,1,10,1,8,0.0
136.0,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,8,0.0
234.0,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,8,0.0
29.2,0.0,0.0,0.0,47,0,0,0,0,12,1,10,1,19,0.0
186.0,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,11,0.0
567.97,0.0,0.0,0.0,96,0,0,0,0,12,1,10,1,11,0.0
113.0,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,11,0.0
103.0,0.0,0.0,0.0,99,0,0,0,0,12,1,10,1,11,0.0
849.99,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,11,0.0
113.0,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,11,0.0
799.99,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,11,0.0
9.99,0.0,0.0,0.0,90,0,0,0,0,12,1,10,1,17,0.0
118.99,0.0,0.0,0.0,89,0,0,0,0,12,1,10,1,2,0.0
545.99,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,2,0.0
28.0,0.0,0.0,0.0,88,0,0,0,0,12,1,10,1,2,0.0
249.99,0.0,0.0,0.0,69,0,0,0,0,12,1,10,1,2,0.0
674.99,0.0,0.0,0.0,100,0,0,0,0,12,1,10,1,27,0.0
398.0,0.0,0.0,0.0,84,0,0,0,0,12,1,10,1,27,0.0
54.99,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,3,0.0
15.99,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,3,0.0
756.99,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,3,0.0
135.0,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,26,0.0
16.39,0.0,0.0,0.0,95,0,0,0,0,23,0,10,1,26,0.0
4.92,0.0,0.0,0.0,97,0,0,0,0,23,0,10,1,26,0.0
399.0,0.0,0.0,0.0,99,0,0,0,0,23,0,10,1,26,0.0
199.0,0.0,0.0,0.0,92,0,0,0,0,23,0,10,1,26,0.0
219.0,0.0,0.0,0.0,91,0,0,0,0,23,0,10,1,13,0.0
95.88,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,18,0.0
175.0,0.0,0.0,0.0,89,0,0,0,0,23,0,10,1,10,0.0
142.0,0.0,0.0,0.0,87,0,0,0,0,23,0,10,1,10,0.0
593.1,0.0,0.0,0.0,64,0,0,0,0,23,0,10,1,8,0.0
136.0,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,8,0.0
799.99,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,8,0.0
121.0,0.0,0.0,0.0,96,0,0,0,0,23,0,10,1,8,0.0
151.0,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,8,0.0
499.0,0.0,0.0,0.0,72,0,0,0,0,23,0,10,1,8,0.0
218.0,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,8,0.0
159.99,0.0,0.0,0.0,80,0,0,0,0,23,0,10,1,8,0.0
249.97,0.0,0.0,0.0,58,0,0,0,0,23,0,10,1,13,0.0
909.99,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,11,0.0
127.0,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,11,0.0
4.99,0.0,0.0,0.0,99,0,0,0,0,23,0,10,1,17,0.0
11.98,0.0,0.0,0.0,72,0,0,0,0,23,0,10,1,17,0.0
628.99,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,22,0.0
199.99,0.0,0.0,0.0,99,0,0,0,0,23,0,10,1,2,0.0
20.0,0.0,0.0,0.0,45,0,0,0,0,23,0,10,1,2,0.0
49.99,0.0,0.0,0.0,83,0,0,0,0,23,0,10,1,2,0.0
14.99,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,2,0.0
179.0,0.0,0.0,0.0,64,0,0,0,0,23,0,10,1,2,0.0
79.95,0.0,0.0,0.0,90,0,0,0,0,23,0,10,1,2,0.0
129.0,0.0,0.0,0.0,75,0,0,0,0,23,0,10,1,27,0.0
19.97,0.0,0.0,0.0,100,0,0,0,0,23,0,10,1,27,0.0
7.49,0.0,0.0,0.0,44,0,0,0,0,12,0,10,1,26,0.0
103.78,0.0,0.0,0.0,99,0,0,0,0,12,0,10,1,26,0.0
117.28,0.0,0.0,0.0,51,0,0,0,0,12,0,10,1,10,0.0
491.99,0.0,0.0,0.0,100,0,0,0,0,12,0,10,1,11,0.0
129.0,0.0,0.0,0.0,100,0,0,0,0,12,0,10,1,11,0.0
199.0,0.0,0.0,0.0,91,0,0,0,0,12,0,10,1,11,0.0
399.0,0.0,0.0,0.0,66,0,0,0,0,12,0,10,1,2,0.0
979.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,3,0.0
169.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,3,0.0
149.0,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,3,0.0
299.0,0.0,0.0,0.0,66,0,0,0,0,10,0,10,1,3,0.0
229.99,0.0,0.0,0.0,87,0,0,0,0,10,0,10,1,3,0.0
9.99,0.0,0.0,0.0,74,0,0,0,0,10,0,10,1,3,0.0
149.99,0.0,0.0,0.0,87,0,0,0,0,10,0,10,1,3,0.0
791.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,3,0.0
695.99,0.0,0.0,0.0,93,0,0,0,0,10,0,10,1,26,0.0
19.17,0.0,0.0,0.0,62,0,0,0,0,10,0,10,1,26,0.0
15.29,0.0,0.0,0.0,81,0,0,0,0,10,0,10,1,26,0.0
65.0,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,26,0.0
9.99,0.0,0.0,0.0,82,0,0,0,0,10,0,10,1,26,0.0
11.47,0.0,0.0,0.0,95,0,0,0,0,10,0,10,1,26,0.0
52.0,0.0,0.0,0.0,70,0,0,0,0,10,0,10,1,26,0.0
0.0,0.0,0.0,0.0,59,0,0,0,0,10,0,10,1,26,0.0
11.21,0.0,0.0,0.0,95,0,0,0,0,10,0,10,1,26,0.0
179.91,0.0,0.0,0.0,77,0,0,0,0,10,0,10,1,26,0.0
899.0,0.0,0.0,0.0,85,0,0,0,0,10,0,10,1,26,0.0
55.99,0.0,0.0,0.0,64,0,0,0,0,10,0,10,1,26,0.0
0.0,0.0,0.0,0.0,99,0,0,0,0,10,0,10,1,26,0.0
549.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,11,0.0
319.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,6,0.0
148.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,13,0.0
399.99,0.0,0.0,0.0,83,0,0,0,0,10,0,10,1,13,0.0
189.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,13,0.0
189.98,0.0,0.0,0.0,83,0,0,0,0,10,0,10,1,13,0.0
289.99,0.0,0.0,0.0,77,0,0,0,0,10,0,10,1,15,0.0
179.99,0.0,0.0,0.0,82,0,0,0,0,10,0,10,1,15,0.0
119.92,0.0,0.0,0.0,86,0,0,0,0,10,0,10,1,18,0.0
12.99,0.0,0.0,0.0,93,0,0,0,0,10,0,10,1,18,0.0
72.69,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,18,0.0
59.99,0.0,0.0,0.0,99,0,0,0,0,10,0,10,1,10,0.0
320.99,0.0,0.0,0.0,92,0,0,0,0,10,0,10,1,10,0.0
90.0,0.0,0.0,0.0,95,0,0,0,0,10,0,10,1,10,0.0
149.99,0.0,0.0,0.0,88,0,0,0,0,10,0,10,1,10,0.0
109.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,10,0.0
239.99,0.0,0.0,0.0,93,0,0,0,0,10,0,10,1,10,0.0
439.99,0.0,0.0,0.0,99,0,0,0,0,10,0,10,1,10,0.0
110.0,0.0,0.0,0.0,94,0,0,0,0,10,0,10,1,10,0.0
159.99,0.0,0.0,0.0,92,0,0,0,0,10,0,10,1,10,0.0
156.0,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,8,0.0
130.0,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,8,0.0
869.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,8,0.0
799.99,0.0,0.0,0.0,99,0,0,0,0,10,0,10,1,8,0.0
149.0,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,8,0.0
0.0,0.0,0.0,0.0,99,0,0,0,0,10,0,10,1,19,0.0
99.99,0.0,0.0,0.0,84,0,0,0,0,10,0,10,1,19,0.0
38.68,0.0,0.0,0.0,99,0,0,0,0,10,0,10,1,19,0.0
42.0,0.0,0.0,0.0,98,0,0,0,0,10,0,10,1,19,0.0
0.0,0.0,0.0,0.0,35,0,0,0,0,10,0,10,1,19,0.0
19.99,0.0,0.0,0.0,90,0,0,0,0,10,0,10,1,19,0.0
9.87,0.0,0.0,0.0,56,0,0,0,0,10,0,10,1,19,0.0
25.64,0.0,0.0,0.0,75,0,0,0,0,10,0,10,1,19,0.0
299.99,0.0,0.0,0.0,99,0,0,0,0,10,0,10,1,11,0.0
549.99,0.0,0.0,0.0,86,0,0,0,0,10,0,10,1,11,0.0
539.0,0.0,0.0,0.0,81,0,0,0,0,10,0,10,1,11,0.0
499.99,0.0,0.0,0.0,93,0,0,0,0,10,0,10,1,11,0.0
257.0,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,11,0.0
766.09,0.0,0.0,0.0,88,0,0,0,0,10,0,10,1,11,0.0
359.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,11,0.0
219.99,0.0,0.0,0.0,80,0,0,0,0,10,0,10,1,11,0.0
349.0,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,11,0.0
4.99,0.0,0.0,0.0,99,0,0,0,0,10,0,10,1,17,0.0
4.99,0.0,0.0,0.0,59,0,0,0,0,10,0,10,1,17,0.0
11.98,0.0,0.0,0.0,76,0,0,0,0,10,0,10,1,17,0.0
199.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,29,0.0
4.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,22,0.0
594.99,0.0,0.0,0.0,65,0,0,0,0,10,0,10,1,2,0.0
17.99,0.0,0.0,0.0,53,0,0,0,0,10,0,10,1,2,0.0
74.99,0.0,0.0,0.0,79,0,0,0,0,10,0,10,1,2,0.0
74.99,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,27,0.0
189.99,0.0,0.0,0.0,86,0,0,0,0,10,0,10,1,27,0.0
12.99,0.0,0.0,0.0,73,0,0,0,0,10,0,10,1,27,0.0
129.0,0.0,0.0,0.0,86,0,0,0,0,10,0,10,1,27,0.0
103.0,0.0,0.0,0.0,76,0,0,0,0,10,0,10,1,27,0.0
764.99,0.0,0.0,0.0,83,0,0,0,0,10,0,10,1,27,0.0
448.0,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,27,0.0
188.0,0.0,0.0,0.0,68,0,0,0,0,10,0,10,1,27,0.0
400.0,0.0,0.0,0.0,100,0,0,0,0,10,0,10,1,27,0.0
529.0,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,3,0.0
19.98,0.0,0.0,0.0,99,0,0,0,0,22,5,10,1,3,0.0
319.99,0.0,0.0,0.0,70,0,0,0,0,22,5,10,1,3,0.0
279.0,0.0,0.0,0.0,86,0,0,0,0,22,5,10,1,3,0.0
10.34,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,26,0.0
89.99,0.0,0.0,0.0,79,0,0,0,0,22,5,10,1,26,0.0
299.0,0.0,0.0,0.0,95,0,0,0,0,22,5,10,1,11,0.0
151.05,0.0,0.0,0.0,63,0,0,0,0,22,5,10,1,13,0.0
299.99,0.0,0.0,0.0,57,0,0,0,0,22,5,10,1,13,0.0
728.99,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,13,0.0
479.0,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,15,0.0
329.99,0.0,0.0,0.0,76,0,0,0,0,22,5,10,1,15,0.0
479.99,0.0,0.0,0.0,53,0,0,0,0,22,5,10,1,10,0.0
799.99,0.0,0.0,0.0,87,0,0,0,0,22,5,10,1,8,0.0
178.0,0.0,0.0,0.0,90,0,0,0,0,22,5,10,1,8,0.0
279.0,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,8,0.0
28.41,0.0,0.0,0.0,99,0,0,0,0,22,5,10,1,19,0.0
449.0,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,13,0.0
899.0,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,11,0.0
599.0,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,11,0.0
12.99,0.0,0.0,0.0,63,0,0,0,0,22,5,10,1,17,0.0
50.0,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,17,0.0
14.99,0.0,0.0,0.0,76,0,0,0,0,22,5,10,1,17,0.0
149.99,0.0,0.0,0.0,81,0,0,0,0,22,5,10,1,2,0.0
149.99,0.0,0.0,0.0,79,0,0,0,0,22,5,10,1,2,0.0
49.0,0.0,0.0,0.0,93,0,0,0,0,22,5,10,1,2,0.0
159.0,0.0,0.0,0.0,74,0,0,0,0,22,5,10,1,27,0.0
549.99,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,27,0.0
29.0,0.0,0.0,0.0,100,0,0,0,0,22,5,10,1,27,0.0
189.0,0.0,0.0,0.0,99,0,0,0,0,22,5,10,1,27,0.0
0.01,0.0,0.0,0.0,100,0,0,0,0,16,5,10,1,3,0.0
279.0,0.0,0.0,0.0,100,0,0,0,0,16,5,10,1,3,0.0
0.0,0.0,0.0,0.0,72,0,0,0,0,16,5,10,1,3,0.0
248.99,0.0,0.0,0.0,81,0,0,0,0,16,5,10,1,3,0.0
599.99,0.0,0.0,0.0,66,0,0,0,0,16,5,10,1,3,0.0
600.0,0.0,0.0,0.0,100,0,0,0,0,16,5,10,1,3,0.0
7.99,0.0,0.0,0.0,83,0,0,0,0,16,5,10,1,3,0.0
254.99,0.0,0.0,0.0,100,0,0,0,0,16,5,10,1,3,0.0
0.0,0.0,0.0,0.0,77,0,0,0,0,16,5,10,1,3,0.0
25.0,0.0,0.0,0.0,86,0,0,0,0,16,5,10,1,3,0.0
499.0,0.0,0.0,0.0,29,0,0,0,0,16,5,10,1,3,0.0
649.99,0.0,0.0,0.0,91,0,0,0,0,16,5,10,1,3,0.0
239.99,0.0,0.0,0.0,100,0,0,0,0,16,5,10,1,3,0.0
599.99,0.0,0.0,0.0,100,0,0,0,0,16,5,10,1,3,0.0
71.76,0.0,0.0,0.0,30,0,0,0,0,16,5,10,1,3,0.0
79.99,0.0,0.0,0.0,100,0,0,0,0,16,5,10,1,3,0.0
14.99,0.0,0.0,0.0,59,0,0,0,0,16,5,10,1,3,0.0
949.0,0.0,0.0,0.0,100,0,0,0,0,16,5,10,1,3,0.0
166.97,0.0,0.0,0.0,91,0,0,0,0,16,5,10,1,3,0.0
175.0,0.0,0.0,0.0,100,0,0,0,0,16,5,10,1,3,0.0
179.0,0.0,0.0,0.0,99,0,0,0,0,16,5,10,1,3,0.0
0.0,0.0,0.0,0.0,100,0,0,0,0,16,5,10,1,3,0.0
133.49,0.0,0.0,0.0,87,0,0,0,0,16,5,10,1,3,0.0
316.52,0.0,0.0,0.0,92,0,0,0,0,16,5,10,1,3,0.0
227.98,0.0,0.0,0.0,91,0,0,0,0,16,5,10,1,3,0.0
999.0,0.0,0.0,0.0,55,0,0,0,0,16,5,10,1,3,0.0
129.0,0.0,0.0,0.0,91,0,0,0,0,16,5,10,1,3,0.0
